Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
7773,24,Male,Divorced,IT,Executive,2,4659,91,7,3,0,3,3,1,21,Yes,2,37,4,1,4,2,31,2,No
2738,57,Female,Divorced,HR,Manager,2,6265,16,8,1,4,3,2,1,40,Yes,1,35,14,3,3,2,49,1,No
7842,28,Male,Divorced,Marketing,Assistant,5,14029,36,29,13,1,2,4,1,70,No,1,49,12,3,2,2,25,2,No
6262,21,Female,Divorced,Finance,Analyst,1,7782,69,9,5,4,4,3,3,7,No,6,56,1,1,2,2,10,3,No
8206,47,Male,Married,Sales,Manager,2,3258,72,15,13,9,2,4,4,30,No,5,55,4,4,4,1,44,4,No
1248,56,Male,Divorced,Marketing,Assistant,2,7577,85,12,8,1,2,3,3,52,No,8,32,5,4,2,2,9,1,No
9336,44,Male,Married,Marketing,Manager,5,9609,44,2,7,8,1,5,4,57,Yes,2,59,2,3,1,3,23,4,No
4195,34,Male,Divorced,Marketing,Executive,5,5364,32,20,6,2,3,4,1,64,No,5,35,17,3,4,2,9,2,No
8001,54,Female,Divorced,Finance,Executive,3,5064,32,10,14,0,4,5,4,61,No,8,46,0,4,2,3,8,4,No
7378,41,Male,Divorced,HR,Analyst,5,9508,37,10,1,1,1,2,3,45,Yes,6,36,14,2,4,3,34,1,No
3435,47,Male,Single,Sales,Assistant,5,16497,77,15,14,1,2,3,2,40,No,2,48,16,4,3,3,44,3,Yes
5382,37,Female,Single,Marketing,Assistant,4,6416,75,24,6,5,1,5,3,93,Yes,2,50,0,4,4,3,24,2,No
959,34,Male,Single,Sales,Analyst,4,7008,35,23,1,4,2,4,1,25,No,7,48,8,3,3,2,20,4,No
417,50,Male,Divorced,IT,Manager,2,19654,50,13,11,6,1,1,3,26,Yes,8,47,13,2,4,3,25,4,No
5742,53,Female,Married,Marketing,Analyst,5,17547,59,10,5,4,2,3,3,52,Yes,1,45,17,3,1,2,26,1,Yes
6728,26,Female,Married,Sales,Manager,4,4509,61,8,9,9,1,3,4,56,Yes,1,59,14,3,3,1,49,1,No
4382,56,Female,Single,Finance,Manager,5,11696,86,18,14,0,1,3,1,42,No,4,39,16,1,2,1,8,1,No
5197,20,Female,Divorced,HR,Analyst,4,10455,24,15,4,7,4,4,3,8,No,8,37,7,2,1,4,49,3,No
1113,26,Female,Married,HR,Executive,1,17626,77,16,7,8,4,3,1,95,Yes,2,48,4,1,4,2,34,1,No
2689,38,Male,Married,Sales,Executive,2,15380,43,2,6,6,3,3,2,80,Yes,5,59,6,2,4,2,34,4,Yes
6473,33,Male,Divorced,HR,Executive,1,6659,65,11,10,9,1,2,1,76,No,8,54,13,4,1,3,13,3,Yes
8820,21,Male,Divorced,HR,Executive,2,6105,20,13,6,3,4,2,2,89,No,9,47,12,3,4,2,15,2,Yes
7808,41,Female,Single,Marketing,Executive,4,15441,71,4,12,3,4,2,1,21,Yes,8,46,18,3,3,4,36,2,Yes
3411,27,Female,Divorced,HR,Manager,5,18741,47,3,11,0,4,3,4,68,Yes,7,41,3,1,3,2,48,1,No
81,28,Male,Married,IT,Executive,4,4005,49,26,7,9,2,3,2,3,No,3,59,12,3,3,3,21,4,No
4614,32,Female,Married,HR,Analyst,2,11403,50,28,3,2,1,1,2,76,Yes,4,32,10,4,2,1,20,2,No
1374,44,Female,Divorced,HR,Assistant,1,16389,52,21,5,9,2,5,1,36,No,9,59,0,3,1,3,40,3,Yes
1510,58,Male,Divorced,Finance,Assistant,2,3129,75,27,6,4,4,1,4,44,Yes,3,45,2,2,2,1,3,4,No
6443,52,Male,Married,Sales,Analyst,5,12559,21,15,9,7,3,5,4,18,No,8,53,1,2,2,4,34,4,Yes
3071,37,Male,Single,IT,Manager,1,9926,20,7,14,0,2,1,1,90,No,4,42,13,4,1,3,13,2,Yes
3016,57,Female,Single,Marketing,Analyst,3,13919,85,20,10,9,4,2,2,60,Yes,8,59,6,1,2,4,25,3,No
4823,58,Male,Single,HR,Executive,5,9179,83,8,9,3,1,2,2,36,No,5,57,9,3,3,3,4,4,No
7822,48,Female,Single,Finance,Manager,2,14968,76,29,12,7,2,2,3,7,No,5,46,19,3,3,4,26,2,No
93,58,Male,Single,HR,Executive,1,19555,52,4,2,2,4,3,4,58,No,9,50,5,2,2,4,48,3,No
9421,44,Female,Single,HR,Assistant,2,5084,71,21,8,6,3,4,4,40,No,6,44,18,2,2,2,25,2,No
6600,25,Male,Married,Marketing,Analyst,4,16457,48,18,2,2,2,4,1,44,No,4,53,5,4,4,2,28,4,No
4443,51,Female,Married,IT,Manager,3,12758,87,18,11,5,3,2,3,22,No,9,49,10,4,3,4,27,4,No
7602,59,Male,Single,HR,Executive,2,9739,83,15,9,7,4,2,2,72,No,2,57,13,3,1,3,11,4,No
3835,53,Female,Divorced,Marketing,Manager,1,5966,17,7,11,6,1,4,3,32,Yes,8,34,17,4,3,3,36,1,No
9702,55,Male,Divorced,IT,Analyst,4,4885,86,16,3,5,1,4,3,20,Yes,9,31,2,2,2,4,31,1,No
4322,39,Female,Single,Marketing,Assistant,1,19975,94,25,10,7,4,5,2,5,Yes,8,44,4,4,2,1,21,4,No
3394,44,Female,Married,Finance,Assistant,3,4478,54,22,14,4,4,1,3,61,Yes,4,37,2,1,3,1,29,3,No
4752,54,Male,Divorced,IT,Manager,1,4737,36,29,14,8,3,5,3,84,No,7,31,17,2,4,2,9,4,No
7229,51,Female,Single,Sales,Analyst,2,15763,99,1,11,0,1,4,4,83,No,1,51,8,1,4,4,19,3,No
9191,40,Female,Divorced,IT,Executive,2,15428,74,23,11,9,2,1,2,10,Yes,7,35,0,4,2,4,13,3,Yes
2361,42,Male,Married,IT,Executive,1,10043,77,14,3,7,1,5,4,73,Yes,2,56,15,1,2,2,13,3,No
1148,36,Female,Divorced,Finance,Assistant,3,19411,83,26,2,4,4,5,1,39,No,2,47,14,2,3,2,26,2,Yes
5666,31,Male,Married,Sales,Manager,1,16003,79,14,14,8,1,4,4,86,No,1,38,19,4,2,2,20,1,Yes
8075,31,Female,Married,HR,Executive,4,17673,42,27,8,6,3,3,3,90,Yes,8,55,18,1,1,3,46,4,No
4943,42,Female,Divorced,HR,Assistant,4,4091,39,28,6,5,2,4,3,86,No,3,32,11,2,2,3,47,3,No
3663,35,Male,Single,Finance,Analyst,3,19936,21,7,5,8,2,4,1,64,Yes,7,43,4,3,1,1,19,2,Yes
1563,26,Female,Single,Finance,Analyst,4,9595,44,22,8,5,1,5,4,26,No,4,46,19,4,2,4,33,4,No
4113,59,Female,Married,Finance,Manager,4,10915,36,27,8,7,2,5,1,94,Yes,3,33,19,4,3,1,47,1,No
9050,44,Male,Divorced,Finance,Analyst,1,9389,37,23,6,7,2,5,1,55,No,7,54,10,1,3,4,45,2,Yes
9276,36,Male,Divorced,Marketing,Assistant,1,19179,25,20,5,2,4,5,1,15,Yes,6,59,9,2,1,3,13,3,No
8538,34,Female,Single,HR,Analyst,3,7187,61,3,10,0,3,3,2,25,Yes,8,32,16,1,3,3,30,2,No
795,55,Female,Divorced,IT,Executive,2,14904,49,8,14,5,4,1,1,62,Yes,9,39,7,2,4,4,33,2,No
5854,28,Male,Single,IT,Manager,4,6079,86,22,14,5,2,5,2,99,Yes,5,56,17,2,2,1,32,4,No
7619,47,Male,Single,HR,Manager,5,4710,29,22,4,6,4,2,1,59,No,8,52,2,3,3,4,19,3,No
1594,51,Female,Divorced,IT,Manager,1,3435,87,5,12,5,1,3,2,84,No,1,49,17,4,1,1,31,2,No
7418,58,Male,Single,HR,Assistant,2,5256,92,8,13,6,1,2,3,31,No,6,49,17,4,1,3,37,1,No
5267,44,Female,Married,IT,Analyst,2,5772,21,28,6,6,3,3,2,64,No,5,59,19,4,1,1,13,1,No
7147,54,Male,Divorced,Sales,Manager,2,6422,26,23,8,9,1,4,2,79,No,8,51,7,2,1,3,27,4,No
89,54,Male,Married,Marketing,Analyst,3,12089,95,28,11,2,4,5,3,66,Yes,1,57,8,2,3,4,20,4,No
8695,27,Male,Divorced,IT,Executive,5,19752,73,10,14,5,2,3,1,27,No,5,33,15,2,1,1,1,1,No
9732,56,Female,Married,Finance,Assistant,1,11496,83,9,6,8,4,2,3,25,Yes,5,35,12,1,2,1,13,3,No
9446,23,Female,Married,IT,Executive,1,8021,24,22,13,6,4,2,1,25,Yes,2,31,7,4,1,3,44,4,No
6754,22,Female,Divorced,Sales,Analyst,5,4305,25,21,11,7,4,1,4,36,No,9,57,18,2,4,2,28,4,No
3502,37,Male,Single,HR,Executive,4,19127,24,4,6,7,1,3,2,21,No,4,35,3,3,1,1,28,2,No
2234,28,Female,Single,Finance,Analyst,4,14560,92,24,9,0,1,1,2,96,No,2,52,6,1,1,3,45,1,No
2803,21,Male,Married,IT,Executive,1,17617,29,24,14,8,3,2,4,15,No,6,49,12,2,3,2,43,3,No
4424,36,Female,Married,HR,Assistant,2,4419,23,20,1,5,4,5,4,69,Yes,9,41,7,3,1,4,4,1,No
5663,32,Male,Single,Finance,Assistant,4,15517,45,15,14,1,1,3,3,35,Yes,1,47,13,4,4,3,15,3,Yes
7170,55,Male,Divorced,IT,Analyst,4,4823,48,20,10,0,2,1,4,13,No,6,36,17,2,3,4,37,2,No
8337,32,Female,Divorced,Marketing,Analyst,5,5147,16,22,7,0,4,1,4,85,No,3,35,2,3,4,1,27,2,No
2148,48,Female,Married,Marketing,Manager,4,17744,73,14,3,2,4,1,4,85,Yes,6,32,11,4,2,2,25,3,No
7969,52,Female,Single,Finance,Assistant,5,11312,54,15,10,7,4,5,1,20,Yes,2,52,12,4,4,4,20,2,No
6551,29,Male,Single,Sales,Analyst,3,7297,60,28,11,6,1,4,2,80,No,3,35,3,2,3,1,48,2,No
7643,45,Female,Divorced,HR,Analyst,4,16375,22,19,5,3,4,2,3,85,No,8,41,10,1,2,3,45,2,Yes
6164,33,Male,Single,HR,Manager,2,5270,54,6,9,0,2,4,2,71,Yes,6,50,11,3,1,3,23,2,Yes
1495,30,Female,Single,IT,Assistant,5,16139,84,1,9,3,3,4,1,88,Yes,6,30,6,2,3,3,28,2,No
7696,31,Male,Single,Sales,Manager,1,15446,44,26,10,2,1,3,1,71,No,5,56,4,2,4,1,25,4,No
7094,31,Female,Married,Sales,Manager,3,15839,26,26,6,6,1,2,3,75,Yes,8,55,16,4,1,4,40,1,Yes
1409,36,Male,Divorced,HR,Manager,1,15002,57,27,5,7,1,5,1,35,No,9,48,14,2,1,1,48,2,No
6691,58,Male,Divorced,Finance,Assistant,3,12750,76,9,11,8,3,3,2,30,No,8,40,18,4,3,1,47,3,No
3401,32,Male,Married,Sales,Executive,3,6190,87,29,1,1,2,5,3,98,Yes,8,44,4,1,1,4,21,2,Yes
109,20,Male,Single,Finance,Assistant,3,15402,88,24,4,0,3,2,4,25,No,6,54,9,1,3,3,21,1,Yes
5636,59,Male,Divorced,Finance,Manager,4,14662,90,25,7,0,1,2,2,53,Yes,7,33,8,4,3,2,14,4,No
8482,20,Female,Divorced,Marketing,Assistant,4,18425,76,27,12,0,1,2,3,78,Yes,1,31,10,1,3,4,48,2,No
6604,20,Female,Single,Sales,Assistant,3,4206,36,16,8,0,2,2,2,53,Yes,8,38,0,4,3,2,23,1,No
1091,22,Female,Married,Sales,Analyst,5,10105,48,8,4,5,4,2,4,65,Yes,5,33,14,1,2,1,31,1,No
5560,46,Female,Single,IT,Analyst,1,18102,70,19,6,3,1,4,3,1,No,2,54,9,2,3,3,5,3,No
9412,30,Female,Divorced,Marketing,Assistant,3,16138,39,15,2,6,1,2,1,56,Yes,2,53,4,3,1,1,24,3,No
8143,58,Male,Married,Marketing,Assistant,3,7080,37,7,7,0,2,1,2,84,No,5,42,2,4,1,1,43,3,No
8664,32,Female,Divorced,IT,Executive,5,14124,88,22,1,5,2,5,2,20,No,8,51,10,4,3,2,18,2,No
6596,47,Male,Divorced,Sales,Assistant,1,14073,71,1,7,6,1,4,3,87,No,4,40,13,2,4,3,7,3,No
624,24,Female,Single,IT,Executive,1,17763,67,22,5,8,2,1,2,8,No,4,54,13,2,2,3,47,2,No
6871,49,Male,Divorced,Marketing,Analyst,1,14184,36,14,12,9,1,5,1,48,Yes,1,58,18,3,2,1,45,1,No
4814,27,Male,Single,Sales,Manager,4,15433,65,9,7,8,2,3,2,34,No,1,41,8,2,1,3,36,4,No
6553,32,Male,Divorced,IT,Executive,5,3040,16,1,4,3,3,2,3,84,No,5,55,11,3,3,3,8,1,No
7530,38,Male,Married,Marketing,Analyst,4,18208,52,13,12,6,1,2,2,3,No,4,56,9,2,1,2,39,1,No
5796,55,Female,Married,Sales,Analyst,3,4153,77,23,14,5,3,4,3,35,Yes,8,43,19,4,1,2,15,3,No
7437,56,Male,Married,Finance,Analyst,5,4806,80,28,9,0,2,1,3,22,No,4,59,3,4,4,3,12,3,No
4218,44,Male,Divorced,IT,Manager,5,8308,28,2,6,2,4,5,4,25,Yes,4,35,0,2,4,3,26,2,Yes
5941,41,Female,Married,Sales,Analyst,4,5905,30,27,8,9,2,1,1,72,Yes,1,48,16,2,3,2,49,2,No
8501,27,Male,Divorced,Finance,Analyst,3,11861,29,18,6,7,4,2,3,46,Yes,8,37,7,1,1,4,18,3,Yes
6429,28,Female,Single,Sales,Manager,5,13421,48,13,8,1,3,5,2,69,Yes,7,34,7,1,2,2,20,2,No
6827,22,Female,Single,Finance,Analyst,1,18529,28,18,1,4,1,3,1,44,Yes,9,53,19,3,1,3,11,4,No
4131,58,Male,Married,IT,Executive,3,14203,44,23,10,8,4,1,3,75,Yes,1,52,11,2,2,3,7,2,No
7802,40,Female,Married,Marketing,Assistant,1,7294,57,26,13,1,4,2,2,1,Yes,9,38,1,1,2,1,3,4,No
7754,27,Male,Divorced,IT,Manager,1,13217,51,11,4,7,1,1,3,42,Yes,7,53,8,3,2,3,24,4,No
4722,58,Female,Divorced,HR,Manager,1,17323,55,15,5,8,2,5,2,48,No,3,43,16,1,3,3,37,1,No
1651,32,Female,Single,HR,Manager,5,9652,46,26,3,6,2,3,4,74,No,3,36,8,4,1,3,16,4,No
4141,47,Male,Divorced,IT,Assistant,2,11981,43,19,11,8,1,4,3,61,Yes,3,48,6,3,2,1,31,4,No
1618,45,Female,Single,Marketing,Analyst,1,12162,79,24,6,7,1,4,1,78,No,1,47,1,4,3,1,40,1,No
2030,41,Male,Divorced,Marketing,Analyst,4,16270,26,15,3,4,1,2,4,24,Yes,6,41,11,4,3,1,3,4,No
8518,22,Male,Married,Finance,Manager,4,16770,35,26,8,4,3,2,4,9,No,6,47,8,1,3,4,21,1,No
4576,59,Male,Divorced,HR,Analyst,3,12693,22,19,13,5,2,1,2,18,Yes,1,30,11,2,3,4,23,3,Yes
3993,41,Female,Single,Finance,Analyst,1,12488,62,4,10,6,1,3,2,23,Yes,4,32,1,1,1,4,5,2,No
7377,54,Male,Divorced,Sales,Manager,1,13306,82,21,1,7,1,4,2,62,Yes,5,59,3,2,2,3,18,2,No
6150,52,Female,Divorced,IT,Manager,2,14606,49,17,5,8,4,3,2,88,No,7,55,0,3,2,1,34,1,No
4909,35,Female,Single,HR,Manager,4,7755,51,18,13,6,1,5,2,48,Yes,4,48,8,3,3,3,24,3,No
5027,40,Male,Single,IT,Assistant,4,9393,25,20,3,3,4,1,1,54,Yes,5,58,8,1,1,2,2,4,No
8261,57,Female,Single,Finance,Manager,5,8246,94,18,4,0,1,5,4,47,No,3,51,1,2,1,2,39,1,No
4732,56,Female,Married,Marketing,Manager,5,11632,60,2,7,6,4,5,3,20,No,3,41,7,3,4,3,26,4,No
7549,39,Male,Divorced,Sales,Executive,3,17048,68,24,13,8,4,4,4,31,Yes,4,59,0,4,3,3,36,1,Yes
8135,32,Male,Divorced,Sales,Assistant,4,4999,28,9,2,0,2,2,2,17,Yes,4,30,13,3,4,4,43,2,No
1607,52,Male,Married,Finance,Assistant,5,11358,82,8,4,9,4,1,2,56,Yes,1,35,1,4,4,2,12,1,No
4774,36,Female,Divorced,Marketing,Manager,4,7392,52,6,8,9,1,2,3,49,No,7,30,1,1,2,4,2,4,No
8110,30,Male,Married,Finance,Manager,3,5983,71,22,14,6,3,4,2,10,No,2,37,11,1,3,3,48,1,Yes
6952,25,Female,Married,IT,Assistant,5,15955,57,3,3,2,4,5,1,15,No,1,55,15,3,3,1,19,2,No
6005,52,Male,Married,IT,Executive,4,7163,22,24,4,4,1,5,4,90,No,3,47,9,4,3,2,49,4,No
7729,47,Male,Single,IT,Analyst,5,7815,73,18,6,6,4,1,4,76,No,5,46,18,2,3,1,20,1,Yes
3542,46,Female,Single,HR,Executive,3,11127,33,5,9,9,3,3,1,14,No,3,55,13,4,1,2,2,1,No
389,48,Female,Married,Finance,Executive,5,13429,60,5,7,9,2,5,4,49,No,6,51,1,1,3,2,1,2,No
1795,53,Female,Married,Sales,Manager,2,14850,26,5,12,6,3,3,3,36,Yes,3,34,1,1,1,1,34,4,Yes
8732,44,Male,Divorced,Sales,Assistant,5,14882,27,20,9,4,2,1,3,14,Yes,7,30,7,1,1,2,25,1,No
4920,45,Male,Married,Finance,Executive,2,5915,66,13,13,8,1,2,2,64,No,4,32,17,3,3,2,14,2,No
5538,27,Female,Divorced,Finance,Assistant,5,16996,67,4,2,6,2,3,4,84,No,2,35,14,4,2,4,28,1,No
3873,28,Female,Single,Finance,Analyst,1,18684,97,25,1,0,3,5,3,67,No,1,46,2,2,3,2,38,1,No
8869,20,Male,Divorced,HR,Assistant,1,4319,89,10,13,4,3,4,1,41,Yes,2,46,15,2,2,4,37,1,No
2255,20,Female,Single,Marketing,Executive,1,19465,30,4,1,2,4,1,1,83,Yes,9,33,11,2,3,4,37,1,No
3413,23,Female,Married,Sales,Executive,4,19570,26,22,5,1,3,5,4,43,No,3,43,5,3,3,1,42,1,No
5460,27,Female,Divorced,Finance,Executive,2,19623,63,24,2,0,2,5,3,22,Yes,7,33,6,3,2,4,31,1,No
4956,56,Female,Single,Marketing,Analyst,3,15164,85,8,7,8,4,4,4,78,No,3,55,17,4,2,1,20,1,No
7397,22,Male,Single,Marketing,Executive,4,12374,31,14,9,9,1,2,4,21,No,7,52,18,3,1,1,30,2,No
5415,51,Female,Divorced,Finance,Manager,3,14810,21,9,2,3,4,2,2,6,Yes,7,45,12,1,4,3,12,4,Yes
7400,20,Female,Single,Marketing,Assistant,3,5242,20,29,7,3,1,2,3,48,Yes,5,35,15,3,3,4,39,4,No
7415,59,Female,Single,Finance,Manager,3,14152,97,10,2,0,3,2,3,50,No,6,52,12,4,4,4,46,1,No
9101,20,Male,Single,Marketing,Executive,5,13970,75,12,7,2,3,5,3,2,Yes,2,41,4,2,3,4,38,1,No
4852,22,Female,Married,Finance,Manager,2,15837,30,5,7,9,2,4,1,83,Yes,8,36,9,4,3,1,17,1,Yes
2026,53,Male,Divorced,Sales,Assistant,2,6692,66,12,4,7,2,5,4,52,No,8,32,18,4,3,3,4,1,No
2616,25,Female,Divorced,Finance,Assistant,4,12040,57,13,7,9,4,2,1,17,No,8,59,14,2,2,3,15,2,No
7389,43,Female,Married,Finance,Manager,5,12624,43,20,14,6,4,2,2,63,No,2,39,0,2,1,3,3,1,Yes
2927,47,Female,Divorced,Finance,Analyst,2,8552,18,23,5,0,3,4,1,40,Yes,4,50,4,2,1,4,14,3,No
1122,48,Male,Single,Marketing,Analyst,4,15094,78,23,14,9,3,2,4,13,No,7,39,10,4,3,1,10,2,No
2911,44,Male,Married,IT,Analyst,3,8514,33,19,11,8,2,5,4,6,Yes,5,35,2,3,1,4,49,2,No
8147,58,Male,Divorced,Marketing,Assistant,3,9142,74,14,13,3,1,5,3,53,Yes,5,40,15,1,4,3,48,2,No
7384,50,Female,Married,Finance,Manager,4,19059,88,10,9,3,3,1,2,88,No,3,40,15,2,2,2,30,1,No
3483,36,Female,Single,HR,Manager,5,12549,55,25,6,1,3,5,2,0,No,8,59,5,3,4,3,33,4,No
796,41,Male,Divorced,IT,Analyst,4,10742,97,23,14,7,2,4,3,9,No,7,33,19,4,1,3,36,1,No
1576,27,Male,Married,Finance,Assistant,3,15569,57,11,5,8,1,1,2,33,Yes,6,35,10,4,2,2,40,2,No
6177,42,Male,Married,Finance,Manager,1,17675,89,2,6,5,3,4,4,94,No,2,40,19,3,4,3,38,3,No
6267,40,Female,Married,Marketing,Manager,2,13777,95,22,4,6,1,2,4,13,No,5,46,15,3,4,2,33,4,No
2459,30,Male,Divorced,Sales,Executive,2,13229,39,28,4,6,1,3,2,76,Yes,9,42,9,1,4,2,23,4,No
3313,58,Male,Single,Marketing,Assistant,1,12631,68,15,4,5,2,1,1,81,Yes,4,46,17,2,3,2,36,4,No
1254,44,Male,Single,IT,Manager,3,19676,99,20,13,6,3,2,4,34,Yes,3,34,7,2,3,4,11,2,No
6835,27,Male,Single,Finance,Analyst,5,10312,94,8,11,7,1,2,1,36,Yes,5,58,11,3,1,2,12,2,No
8795,56,Female,Single,Finance,Assistant,3,8260,57,11,14,3,4,2,4,66,Yes,3,51,5,4,3,4,38,3,No
3838,25,Male,Married,Marketing,Assistant,5,15838,84,23,12,1,2,1,4,71,Yes,6,34,13,2,1,2,41,2,Yes
4399,32,Male,Married,Sales,Manager,2,11342,83,6,14,9,1,4,1,89,No,5,35,19,4,3,1,2,4,No
3596,45,Male,Single,Sales,Manager,2,8355,97,7,4,7,2,5,1,78,No,6,30,8,4,1,4,20,3,Yes
6622,38,Female,Divorced,Finance,Assistant,1,14743,61,19,4,9,2,2,3,13,Yes,8,36,11,2,1,1,35,2,No
8383,28,Male,Married,Finance,Assistant,1,6636,83,13,1,5,3,2,4,21,No,4,59,4,2,4,3,33,2,No
2125,35,Female,Divorced,Finance,Assistant,5,9620,76,23,10,2,1,2,2,21,No,3,57,0,2,1,3,12,4,No
3239,49,Female,Single,Marketing,Manager,5,4531,71,25,6,3,3,4,2,36,Yes,9,45,9,2,3,2,39,3,Yes
5404,33,Female,Divorced,IT,Manager,2,19138,73,10,1,3,1,5,4,87,Yes,9,54,15,3,3,2,43,4,No
5999,52,Male,Divorced,IT,Analyst,1,3656,24,23,14,8,3,5,3,98,Yes,8,47,4,1,3,3,24,4,No
5939,44,Female,Divorced,IT,Manager,4,5413,41,3,12,6,4,1,4,18,Yes,4,47,17,3,4,2,20,4,No
2046,35,Male,Divorced,Marketing,Manager,1,9336,74,28,13,8,2,5,1,48,No,2,33,18,3,3,2,12,4,No
1579,49,Male,Single,Marketing,Analyst,3,11000,79,1,6,0,1,1,2,79,Yes,6,41,9,1,3,3,33,3,No
15,22,Female,Divorced,IT,Analyst,4,4411,99,12,12,4,2,2,2,33,No,7,36,13,4,1,1,22,3,Yes
2674,44,Female,Single,HR,Executive,4,17530,52,12,5,8,4,2,2,8,No,5,37,4,2,3,1,2,3,No
7017,32,Female,Divorced,Sales,Manager,3,4809,40,2,3,1,2,1,4,83,Yes,8,51,9,4,4,3,37,4,No
8721,38,Female,Single,Marketing,Manager,3,14633,25,3,12,1,1,2,4,92,No,4,59,1,2,2,4,10,4,No
8850,52,Male,Married,HR,Assistant,4,6609,89,28,13,1,1,1,3,61,No,9,52,14,3,2,2,25,4,No
4813,22,Female,Married,HR,Analyst,5,6693,20,14,7,7,1,5,3,81,No,9,39,4,2,4,3,17,3,No
1085,47,Female,Married,Marketing,Manager,4,7542,86,27,9,9,4,2,3,83,No,9,36,6,2,4,1,14,2,No
4984,34,Female,Single,Sales,Analyst,4,17780,74,20,8,6,2,5,3,18,No,2,36,2,1,3,4,19,2,No
7156,31,Female,Divorced,Marketing,Manager,3,11095,74,16,2,7,4,2,3,45,Yes,8,32,0,4,4,2,33,1,No
2885,28,Male,Married,Marketing,Executive,3,15192,99,24,13,5,3,2,4,58,No,8,34,11,3,1,4,7,2,No
334,55,Male,Divorced,Marketing,Analyst,2,10451,85,18,11,1,3,2,1,13,Yes,8,43,12,4,3,1,34,2,Yes
7205,28,Male,Married,Sales,Assistant,5,8189,34,19,12,8,3,1,1,32,Yes,2,44,18,2,2,1,8,3,No
4368,36,Male,Married,Finance,Executive,5,10143,26,8,10,9,3,5,2,77,No,9,35,2,3,4,3,22,4,No
3080,47,Male,Married,Finance,Executive,3,18586,48,4,5,6,3,4,4,93,Yes,5,44,11,4,2,4,41,1,No
7204,50,Female,Single,Marketing,Executive,3,9843,34,11,10,4,4,1,2,14,Yes,9,53,12,3,1,2,37,1,No
9910,46,Male,Divorced,Sales,Manager,2,12711,44,18,10,9,3,2,1,15,No,1,32,12,1,1,2,48,1,No
8865,29,Male,Divorced,Marketing,Executive,1,4084,82,12,5,3,3,4,1,39,Yes,4,59,19,2,2,3,37,2,No
264,52,Female,Married,Sales,Executive,3,18203,53,27,7,2,3,5,2,18,Yes,2,42,13,2,3,4,3,1,No
4338,27,Female,Single,HR,Executive,3,13342,32,18,3,6,4,4,1,74,No,9,30,13,3,1,4,30,1,Yes
8896,56,Female,Married,HR,Analyst,1,6148,85,27,3,0,1,3,3,53,Yes,1,53,4,4,4,2,16,4,No
8448,45,Female,Married,Sales,Executive,2,16008,39,1,13,7,3,4,1,22,No,1,40,4,3,4,2,33,3,No
5904,20,Female,Married,Marketing,Executive,2,8867,27,11,13,2,1,4,1,43,Yes,7,53,14,2,2,3,5,3,No
1499,51,Male,Single,Sales,Analyst,1,4287,18,22,11,2,1,4,3,39,Yes,4,46,11,4,2,1,33,4,No
4191,41,Female,Married,IT,Manager,1,4547,95,20,13,3,3,5,4,94,Yes,9,30,0,3,2,2,3,3,No
7486,39,Male,Married,Marketing,Assistant,5,13152,91,26,14,7,4,2,1,79,No,9,55,11,3,1,1,42,1,No
9644,59,Male,Divorced,HR,Manager,1,18868,71,11,7,6,4,2,1,51,No,2,46,13,3,1,4,19,1,No
8311,20,Female,Single,Marketing,Assistant,3,9607,74,15,1,2,2,4,1,9,No,5,47,15,1,4,3,24,3,Yes
7591,34,Male,Divorced,Finance,Analyst,2,13368,36,8,10,2,1,4,4,74,Yes,6,36,5,1,3,2,27,2,Yes
501,50,Male,Divorced,HR,Analyst,3,15692,62,21,3,8,1,1,2,35,No,8,38,6,4,3,2,7,4,No
9156,34,Male,Single,Sales,Manager,2,8188,98,13,3,9,4,2,3,40,Yes,2,58,12,4,1,3,17,3,Yes
9415,40,Male,Divorced,Sales,Assistant,5,8495,61,11,9,1,3,3,2,27,Yes,4,58,4,2,3,1,5,4,No
3096,39,Female,Married,IT,Analyst,4,18499,83,2,7,0,4,1,4,44,No,6,53,6,3,2,3,25,2,No
4632,46,Male,Married,HR,Executive,4,17627,23,17,6,8,3,2,4,45,No,3,33,9,1,3,3,34,3,No
368,38,Male,Single,IT,Analyst,3,4060,57,22,4,5,1,4,4,52,Yes,1,33,18,1,3,3,20,4,Yes
4059,24,Male,Single,Finance,Manager,5,8411,97,2,2,5,3,2,3,86,Yes,6,44,2,1,3,4,38,3,No
8175,46,Male,Single,IT,Executive,5,19950,53,6,6,1,2,4,4,7,Yes,2,38,17,4,3,3,10,4,No
4631,57,Female,Divorced,Finance,Executive,5,7278,86,14,7,2,3,3,1,29,No,7,47,5,1,2,2,25,4,No
6071,51,Male,Single,IT,Assistant,3,9018,91,15,14,8,3,4,3,92,No,3,49,7,1,1,1,10,1,No
2665,49,Male,Married,IT,Manager,3,7620,16,23,2,2,4,3,2,92,No,2,50,16,2,4,1,35,3,Yes
1027,37,Male,Single,Marketing,Manager,2,8721,52,27,9,6,4,4,4,49,Yes,6,32,8,1,3,1,29,3,No
